id,match_id,city,match_date,season,match_number,team1,team2,toss_winner,toss_decision,superover,result,winning_team,won_by,margin,winner_runs,winner_wickets,player_of_match,venue,umpire1,umpire2
1,1175356,Chennai,23-03-2019,2019,1,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,N,normal,Chennai Super Kings,Wickets,7,0,7,Harbhajan Singh,MA Chidambaram Stadium,AY Dandekar,BNJ Oxenford
2,1175357,Kolkata,24-03-2019,2019,2,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,N,normal,Kolkata Knight Riders,Wickets,6,0,6,AD Russell,Eden Gardens,AK Chaudhary,CB Gaffaney
3,1175358,Mumbai,24-03-2019,2019,3,Delhi Capitals,Mumbai Indians,Mumbai Indians,field,N,normal,Delhi Capitals,Runs,37,37,0,RR Pant,Wankhede Stadium,S Ravi,YC Barde
4,1175359,Jaipur,25-03-2019,2019,4,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,N,normal,Kings XI Punjab,Runs,14,14,0,CH Gayle,Sawai Mansingh Stadium,C Shamshuddin,KN Ananthapadmanabhan
5,1175360,Delhi,26-03-2019,2019,5,Delhi Capitals,Chennai Super Kings,Delhi Capitals,bat,N,normal,Chennai Super Kings,Wickets,6,0,6,SR Watson,Arun Jaitley Stadium,M Erasmus,Nitin Menon
6,1175361,Kolkata,27-03-2019,2019,6,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,field,N,normal,Kolkata Knight Riders,Runs,28,28,0,AD Russell,Eden Gardens,AK Chaudhary,VA Kulkarni
7,1175362,Bengaluru,28-03-2019,2019,7,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,N,normal,Mumbai Indians,Runs,6,6,0,JJ Bumrah,M.Chinnaswamy Stadium,CK Nandan,S Ravi
8,1175363,Hyderabad,29-03-2019,2019,8,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,bat,N,normal,Sunrisers Hyderabad,Wickets,5,0,5,Rashid Khan,Rajiv Gandhi International Stadium,BNJ Oxenford,C Shamshuddin
9,1175365,Chandigarh,30-03-2019,2019,9,Mumbai Indians,Kings XI Punjab,Kings XI Punjab,field,N,normal,Kings XI Punjab,Wickets,8,0,8,MA Agarwal,Punjab Cricket Association IS Bindra Stadium,CB Gaffaney,VA Kulkarni
10,1175364,Delhi,30-03-2019,2019,10,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,Y,tie,Delhi Capitals,SuperOver,NA,0,0,PP Shaw,Arun Jaitley Stadium,AY Dandekar,Nitin Menon
11,1175366,Hyderabad,31-03-2019,2019,11,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,N,normal,Sunrisers Hyderabad,Runs,118,118,0,JM Bairstow,Rajiv Gandhi International Stadium,KN Ananthapadmanabhan,S Ravi
12,1175367,Chennai,31-03-2019,2019,12,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,N,normal,Chennai Super Kings,Runs,8,8,0,MS Dhoni,MA Chidambaram Stadium,CK Nandan,YC Barde
13,1175368,Chandigarh,01-04-2019,2019,13,Kings XI Punjab,Delhi Capitals,Delhi Capitals,field,N,normal,Kings XI Punjab,Runs,14,14,0,SM Curran,Punjab Cricket Association IS Bindra Stadium,AK Chaudhary,CB Gaffaney
14,1175369,Jaipur,02-04-2019,2019,14,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,N,normal,Rajasthan Royals,Wickets,7,0,7,S Gopal,Sawai Mansingh Stadium,AY Dandekar,M Erasmus
15,1175370,Mumbai,03-04-2019,2019,15,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,N,normal,Mumbai Indians,Runs,37,37,0,HH Pandya,Wankhede Stadium,BNJ Oxenford,RJ Tucker
16,1175371,Delhi,04-04-2019,2019,16,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,N,normal,Sunrisers Hyderabad,Wickets,5,0,5,JM Bairstow,Arun Jaitley Stadium,C Shamshuddin,KN Ananthapadmanabhan
17,1175372,Bengaluru,05-04-2019,2019,17,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,N,normal,Kolkata Knight Riders,Wickets,5,0,5,AD Russell,M.Chinnaswamy Stadium,AK Chaudhary,CB Gaffaney
18,1178393,Chennai,06-04-2019,2019,18,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,N,normal,Chennai Super Kings,Runs,22,22,0,Harbhajan Singh,MA Chidambaram Stadium,KN Ananthapadmanabhan,RJ Tucker
19,1178394,Hyderabad,06-04-2019,2019,19,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,N,normal,Mumbai Indians,Runs,40,40,0,AS Joseph,Rajiv Gandhi International Stadium,AY Dandekar,Nitin Menon
20,1178395,Bengaluru,07-04-2019,2019,20,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,N,normal,Delhi Capitals,Wickets,4,0,4,K Rabada,M.Chinnaswamy Stadium,S Ravi,YC Barde
21,1178396,Jaipur,07-04-2019,2019,21,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,N,normal,Kolkata Knight Riders,Wickets,8,0,8,HF Gurney,Sawai Mansingh Stadium,AK Chaudhary,CB Gaffaney
22,1178397,Chandigarh,08-04-2019,2019,22,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,N,normal,Kings XI Punjab,Wickets,6,0,6,KL Rahul,Punjab Cricket Association IS Bindra Stadium,AY Dandekar,M Erasmus
23,1178398,Chennai,09-04-2019,2019,23,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,N,normal,Chennai Super Kings,Wickets,7,0,7,DL Chahar,MA Chidambaram Stadium,C Shamshuddin,RJ Tucker
24,1178399,Mumbai,10-04-2019,2019,24,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,N,normal,Mumbai Indians,Wickets,3,0,3,KA Pollard,Wankhede Stadium,S Ravi,YC Barde
25,1178400,Jaipur,11-04-2019,2019,25,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,field,N,normal,Chennai Super Kings,Wickets,4,0,4,MS Dhoni,Sawai Mansingh Stadium,BNJ Oxenford,UV Gandhe
26,1178401,Kolkata,12-04-2019,2019,26,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,N,normal,Delhi Capitals,Wickets,7,0,7,S Dhawan,Eden Gardens,CK Nandan,YC Barde
27,1178402,Mumbai,13-04-2019,2019,27,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,N,normal,Rajasthan Royals,Wickets,4,0,4,JC Buttler,Wankhede Stadium,A Nand Kishore,Nitin Menon
28,1178403,Chandigarh,13-04-2019,2019,28,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,N,normal,Royal Challengers Bangalore,Wickets,8,0,8,AB de Villiers,Punjab Cricket Association IS Bindra Stadium,S Ravi,UV Gandhe
29,1178404,Kolkata,14-04-2019,2019,29,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,N,normal,Chennai Super Kings,Wickets,5,0,5,Imran Tahir,Eden Gardens,CK Nandan,RJ Tucker
30,1178405,Hyderabad,14-04-2019,2019,30,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,N,normal,Delhi Capitals,Runs,39,39,0,KMA Paul,Rajiv Gandhi International Stadium,AK Chaudhary,BNJ Oxenford
31,1178406,Mumbai,15-04-2019,2019,31,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,N,normal,Mumbai Indians,Wickets,5,0,5,SL Malinga,Wankhede Stadium,M Erasmus,Nitin Menon
32,1178407,Chandigarh,16-04-2019,2019,32,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,N,normal,Kings XI Punjab,Runs,12,12,0,R Ashwin,Punjab Cricket Association IS Bindra Stadium,AK Chaudhary,VA Kulkarni
33,1178408,Hyderabad,17-04-2019,2019,33,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,bat,N,normal,Sunrisers Hyderabad,Wickets,6,0,6,DA Warner,Rajiv Gandhi International Stadium,IJ Gould,UV Gandhe
34,1178409,Delhi,18-04-2019,2019,34,Mumbai Indians,Delhi Capitals,Mumbai Indians,bat,N,normal,Mumbai Indians,Runs,40,40,0,HH Pandya,Arun Jaitley Stadium,BNJ Oxenford,NJ Llong
35,1178410,Kolkata,19-04-2019,2019,35,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,N,normal,Royal Challengers Bangalore,Runs,10,10,0,V Kohli,Eden Gardens,IJ Gould,Nitin Menon
36,1178411,Jaipur,20-04-2019,2019,36,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,N,normal,Rajasthan Royals,Wickets,5,0,5,SPD Smith,Sawai Mansingh Stadium,S Ravi,YC Barde
37,1178412,Delhi,20-04-2019,2019,37,Kings XI Punjab,Delhi Capitals,Delhi Capitals,field,N,normal,Delhi Capitals,Wickets,5,0,5,SS Iyer,Arun Jaitley Stadium,C Shamshuddin,UV Gandhe
38,1178414,Hyderabad,21-04-2019,2019,38,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,N,normal,Sunrisers Hyderabad,Wickets,9,0,9,KK Ahmed,Rajiv Gandhi International Stadium,NJ Llong,Nitin Menon
39,1178413,Bengaluru,21-04-2019,2019,39,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,N,normal,Royal Challengers Bangalore,Runs,1,1,0,PA Patel,M.Chinnaswamy Stadium,RJ Tucker,VA Kulkarni
40,1178415,Jaipur,22-04-2019,2019,40,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,N,normal,Delhi Capitals,Wickets,6,0,6,RR Pant,Sawai Mansingh Stadium,A Nand Kishore,S Ravi
41,1178416,Chennai,23-04-2019,2019,41,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,N,normal,Chennai Super Kings,Wickets,6,0,6,SR Watson,MA Chidambaram Stadium,AK Chaudhary,NJ Llong
42,1178417,Bengaluru,24-04-2019,2019,42,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,N,normal,Royal Challengers Bangalore,Runs,17,17,0,AB de Villiers,M.Chinnaswamy Stadium,BNJ Oxenford,C Shamshuddin
43,1178418,Kolkata,25-04-2019,2019,43,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,N,normal,Rajasthan Royals,Wickets,3,0,3,VR Aaron,Eden Gardens,AY Dandekar,IJ Gould
44,1178419,Chennai,26-04-2019,2019,44,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,N,normal,Mumbai Indians,Runs,46,46,0,RG Sharma,MA Chidambaram Stadium,AK Chaudhary,NJ Llong
45,1178420,Jaipur,27-04-2019,2019,45,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,N,normal,Rajasthan Royals,Wickets,7,0,7,JD Unadkat,Sawai Mansingh Stadium,A Nand Kishore,YC Barde
46,1178421,Delhi,28-04-2019,2019,46,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,bat,N,normal,Delhi Capitals,Runs,16,16,0,S Dhawan,Arun Jaitley Stadium,BNJ Oxenford,KN Ananthapadmanabhan
47,1178422,Kolkata,28-04-2019,2019,47,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,N,normal,Kolkata Knight Riders,Runs,34,34,0,AD Russell,Eden Gardens,IJ Gould,Nitin Menon
48,1178423,Hyderabad,29-04-2019,2019,48,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,N,normal,Sunrisers Hyderabad,Runs,45,45,0,DA Warner,Rajiv Gandhi International Stadium,CK Nandan,S Ravi
49,1178424,Bengaluru,30-04-2019,2019,49,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,N,normal,No result ,No result,NA,0,0,NA,M.Chinnaswamy Stadium,NJ Llong,UV Gandhe
50,1178425,Chennai,01-05-2019,2019,50,Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,N,normal,Chennai Super Kings,Runs,80,80,0,MS Dhoni,MA Chidambaram Stadium,AY Dandekar,Nitin Menon
51,1178426,Mumbai,02-05-2019,2019,51,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,Y,tie,Mumbai Indians,SuperOver,NA,0,0,JJ Bumrah,Wankhede Stadium,CK Nandan,S Ravi
52,1178427,Chandigarh,03-05-2019,2019,52,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,N,normal,Kolkata Knight Riders,Wickets,7,0,7,Shubman Gill,Punjab Cricket Association IS Bindra Stadium,BNJ Oxenford,C Shamshuddin
53,1178429,Delhi,04-05-2019,2019,53,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,bat,N,normal,Delhi Capitals,Wickets,5,0,5,A Mishra,Arun Jaitley Stadium,AY Dandekar,IJ Gould
54,1178428,Bengaluru,04-05-2019,2019,54,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,N,normal,Royal Challengers Bangalore,Wickets,4,0,4,SO Hetmyer,M.Chinnaswamy Stadium,AK Chaudhary,NJ Llong
55,1178430,Chandigarh,05-05-2019,2019,55,Chennai Super Kings,Kings XI Punjab,Kings XI Punjab,field,N,normal,Kings XI Punjab,Wickets,6,0,6,KL Rahul,Punjab Cricket Association IS Bindra Stadium,C Shamshuddin,KN Ananthapadmanabhan
56,1178431,Mumbai,05-05-2019,2019,56,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,N,normal,Mumbai Indians,Wickets,9,0,9,HH Pandya,Wankhede Stadium,A Nand Kishore,CK Nandan
57,1181764,Chennai,07-05-2019,2019,57,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,N,normal,Mumbai Indians,Wickets,6,0,6,SA Yadav,MA Chidambaram Stadium,NJ Llong,Nitin Menon
58,1181766,Visakhapatnam,08-05-2019,2019,58,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,field,N,normal,Delhi Capitals,Wickets,2,0,2,RR Pant,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,BNJ Oxenford,S Ravi
59,1181767,Visakhapatnam,10-05-2019,2019,59,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,N,normal,Chennai Super Kings,Wickets,6,0,6,F du Plessis,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,BNJ Oxenford,S Ravi
60,1181768,Hyderabad,12-05-2019,2019,60,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,N,normal,Mumbai Indians,Runs,1,1,0,JJ Bumrah,Rajiv Gandhi International Stadium,IJ Gould,Nitin Menon
61,1216492,Abu Dhabi,19-09-2020,2020,1,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,N,normal,Chennai Super Kings,Wickets,5,0,5,AT Rayudu,Sheikh Zayed Stadium,CB Gaffaney,VK Sharma
62,1216493,Dubai,20-09-2020,2020,2,Delhi Capitals,Kings XI Punjab,Kings XI Punjab,field,Y,tie,Delhi Capitals,SuperOver,NA,0,0,MP Stoinis,Dubai International Cricket Stadium,AK Chaudhary,Nitin Menon
63,1216534,Dubai,21-09-2020,2020,3,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,N,normal,Royal Challengers Bangalore,Runs,10,10,0,YS Chahal,Dubai International Cricket Stadium,AY Dandekar,Nitin Menon
64,1216496,Sharjah,22-09-2020,2020,4,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,field,N,normal,Rajasthan Royals,Runs,16,16,0,SV Samson,Sharjah Cricket Stadium,C Shamshuddin,VA Kulkarni
65,1216508,Abu Dhabi,23-09-2020,2020,5,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,N,normal,Mumbai Indians,Runs,49,49,0,RG Sharma,Sheikh Zayed Stadium,CB Gaffaney,S Ravi
66,1216510,Dubai,24-09-2020,2020,6,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,N,normal,Kings XI Punjab,Runs,97,97,0,KL Rahul,Dubai International Cricket Stadium,AK Chaudhary,PR Reiffel
67,1216539,Dubai,25-09-2020,2020,7,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,N,normal,Delhi Capitals,Runs,44,44,0,PP Shaw,Dubai International Cricket Stadium,KN Ananthapadmanabhan,RK Illingworth
68,1216545,Abu Dhabi,26-09-2020,2020,8,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,N,normal,Kolkata Knight Riders,Wickets,7,0,7,Shubman Gill,Sheikh Zayed Stadium,CB Gaffaney,VK Sharma
69,1216527,Sharjah,27-09-2020,2020,9,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,N,normal,Rajasthan Royals,Wickets,4,0,4,SV Samson,Sharjah Cricket Stadium,RK Illingworth,K Srinivasan
70,1216547,Dubai,28-09-2020,2020,10,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,Y,tie,Royal Challengers Bangalore,SuperOver,NA,0,0,AB de Villiers,Dubai International Cricket Stadium,Nitin Menon,PR Reiffel
71,1216532,Abu Dhabi,29-09-2020,2020,11,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,field,N,normal,Sunrisers Hyderabad,Runs,15,15,0,Rashid Khan,Sheikh Zayed Stadium,VK Sharma,S Ravi
72,1216504,Dubai,30-09-2020,2020,12,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,N,normal,Kolkata Knight Riders,Runs,37,37,0,Shivam Mavi,Dubai International Cricket Stadium,KN Ananthapadmanabhan,C Shamshuddin
73,1216503,Abu Dhabi,01-10-2020,2020,13,Mumbai Indians,Kings XI Punjab,Kings XI Punjab,field,N,normal,Mumbai Indians,Runs,48,48,0,KA Pollard,Sheikh Zayed Stadium,VK Sharma,S Ravi
74,1216516,Dubai,02-10-2020,2020,14,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,bat,N,normal,Sunrisers Hyderabad,Runs,7,7,0,PK Garg,Dubai International Cricket Stadium,AK Chaudhary,PR Reiffel
75,1216515,Abu Dhabi,03-10-2020,2020,15,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,bat,N,normal,Royal Challengers Bangalore,Wickets,8,0,8,YS Chahal,Sheikh Zayed Stadium,CB Gaffaney,S Ravi
76,1216514,Sharjah,03-10-2020,2020,16,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,field,N,normal,Delhi Capitals,Runs,18,18,0,SS Iyer,Sharjah Cricket Stadium,VA Kulkarni,RK Illingworth
77,1216538,Sharjah,04-10-2020,2020,17,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,N,normal,Mumbai Indians,Runs,34,34,0,TA Boult,Sharjah Cricket Stadium,KN Ananthapadmanabhan,RK Illingworth
78,1216513,Dubai,04-10-2020,2020,18,Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,bat,N,normal,Chennai Super Kings,Wickets,10,0,10,SR Watson,Dubai International Cricket Stadium,AY Dandekar,Nitin Menon
79,1216519,Dubai,05-10-2020,2020,19,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,N,normal,Delhi Capitals,Runs,59,59,0,AR Patel,Dubai International Cricket Stadium,Nitin Menon,YC Barde
80,1216511,Abu Dhabi,06-10-2020,2020,20,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,N,normal,Mumbai Indians,Runs,57,57,0,SA Yadav,Sheikh Zayed Stadium,VK Sharma,S Ravi
81,1216501,Abu Dhabi,07-10-2020,2020,21,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,N,normal,Kolkata Knight Riders,Runs,10,10,0,RA Tripathi,Sheikh Zayed Stadium,KN Ananthapadmanabhan,RK Illingworth
82,1216542,Dubai,08-10-2020,2020,22,Sunrisers Hyderabad,Kings XI Punjab,Sunrisers Hyderabad,bat,N,normal,Sunrisers Hyderabad,Runs,69,69,0,JM Bairstow,Dubai International Cricket Stadium,AK Chaudhary,Nitin Menon
83,1216500,Sharjah,09-10-2020,2020,23,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,field,N,normal,Delhi Capitals,Runs,46,46,0,R Ashwin,Sharjah Cricket Stadium,KN Ananthapadmanabhan,C Shamshuddin
84,1216523,Abu Dhabi,10-10-2020,2020,24,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,bat,N,normal,Kolkata Knight Riders,Runs,2,2,0,KD Karthik,Sheikh Zayed Stadium,UV Gandhe,CB Gaffaney
